WeekStarting,Store,Brand,forecast
1992-08-20,1002,dominicks,17428.953125000004
1992-08-27,1002,dominicks,9586.116071428572
1992-09-03,1002,dominicks,13687.295270647324
1992-09-10,1002,dominicks,9910.663853236609
1992-09-17,1002,dominicks,16345.653320312504
1992-09-24,1002,dominicks,11034.510323660716
1992-10-01,1002,dominicks,10276.606166294643
1992-06-04,1002,minute.maid,16324.010881696431
1992-06-11,1002,minute.maid,12241.254394531254
1992-06-18,1002,minute.maid,13565.06459263393
1992-06-25,1002,minute.maid,11856.537248883931
1992-07-02,1002,minute.maid,16587.287667410717
1992-07-09,1002,minute.maid,13036.930175781254
1992-07-16,1002,minute.maid,10331.742745535716
1992-07-23,1002,minute.maid,12981.721888950895
1992-07-30,1002,minute.maid,11144.330287388395
1992-08-06,1002,minute.maid,11644.52643694197
1992-08-13,1002,minute.maid,14229.164829799109
1992-08-20,1002,minute.maid,9900.136718750002
1992-08-27,1002,minute.maid,13266.09089006697
1992-09-03,1002,minute.maid,11070.785714285714
1992-09-10,1002,minute.maid,15147.678710937504
1992-09-17,1002,minute.maid,12954.508021763397
1992-09-24,1002,minute.maid,15284.887137276786
1992-10-01,1002,minute.maid,11727.689313616072
1992-06-04,1002,tropicana,18910.555106026786
1992-06-11,1002,tropicana,18024.245954241072
1992-06-18,1002,tropicana,9414.023367745536
1992-06-25,1002,tropicana,17986.434291294645
1992-07-02,1002,tropicana,15058.274204799109
1992-07-09,1002,tropicana,13919.221749441967
1992-07-16,1002,tropicana,16661.95744977679
1992-07-23,1002,tropicana,15164.455984933038
1992-07-30,1002,tropicana,13204.892787388395
1992-08-06,1002,tropicana,15039.867536272324
1992-08-13,1002,tropicana,17857.536969866076
1992-08-20,1002,tropicana,18173.677594866072
1992-08-27,1002,tropicana,17072.002511160717
1992-09-03,1002,tropicana,18131.970145089286
1992-09-10,1002,tropicana,12021.186383928572
1992-09-17,1002,tropicana,16565.163783482145
1992-09-24,1002,tropicana,9468.046735491072
1992-10-01,1002,tropicana,15316.670619419645
1992-06-04,1003,dominicks,15514.206961495536
1992-06-11,1003,dominicks,11908.74086216518
1992-06-18,1003,dominicks,12505.06891741072
1992-06-25,1003,dominicks,11854.170340401788
1992-07-02,1003,dominicks,14593.247488839288
1992-07-09,1003,dominicks,9251.59130859375
1992-07-16,1003,dominicks,12949.855538504467
1992-07-23,1003,dominicks,19935.308175223217
1992-07-30,1003,dominicks,9057.303222656252
1992-08-06,1003,dominicks,17565.10463169643
1992-08-13,1003,dominicks,19841.676339285717
1992-08-20,1003,dominicks,17278.051339285714
1992-08-27,1003,dominicks,15221.683454241072
1992-09-03,1003,dominicks,10314.101213727681
1992-09-10,1003,dominicks,13510.749372209826
1992-09-17,1003,dominicks,19660.011579241072
1992-09-24,1003,dominicks,13831.995605468754
1992-10-01,1003,dominicks,11036.202915736609
1992-06-04,1003,minute.maid,18535.766741071428
1992-06-11,1003,minute.maid,15052.157784598217
1992-06-18,1003,minute.maid,19521.475585937504
1992-06-25,1003,minute.maid,13273.66385323661
1992-07-02,1003,minute.maid,17895.491071428572
1992-07-09,1003,minute.maid,9133.82777622768
1992-07-16,1003,minute.maid,10407.462053571431
1992-07-23,1003,minute.maid,19461.444893973217
1992-07-30,1003,minute.maid,13187.301409040183
1992-08-06,1003,minute.maid,17128.71888950893
1992-08-13,1003,minute.maid,13183.144740513395
1992-08-20,1003,minute.maid,16395.708147321435
1992-08-27,1003,minute.maid,15730.05217633929
1992-09-03,1003,minute.maid,15218.522460937502
1992-09-10,1003,minute.maid,14479.526994977681
1992-09-17,1003,minute.maid,18282.169642857145
1992-09-24,1003,minute.maid,18332.082868303572
1992-10-01,1003,minute.maid,13578.59779575893
1992-06-04,1003,tropicana,9453.984793526786
1992-06-11,1003,tropicana,18617.109095982145
1992-06-18,1003,tropicana,9889.572753906252
1992-06-25,1003,tropicana,16488.765206473217
1992-07-02,1003,tropicana,10283.11865234375
1992-07-09,1003,tropicana,19324.906947544645
1992-07-16,1003,tropicana,13445.30119977679
1992-07-23,1003,tropicana,16963.524135044645
1992-07-30,1003,tropicana,13407.57805524554
1992-08-06,1003,tropicana,19226.84612165179
1992-08-13,1003,tropicana,9659.528669084824
1992-08-20,1003,tropicana,15624.992606026792
1992-08-27,1003,tropicana,10011.540736607145
1992-09-03,1003,tropicana,9698.706821986609
1992-09-10,1003,tropicana,13080.481724330362
1992-09-17,1003,tropicana,14026.746791294645
1992-09-24,1003,tropicana,14269.028459821431
1992-10-01,1003,tropicana,11899.871163504464
1992-06-04,1004,dominicks,17583.068777901786
1992-06-11,1004,dominicks,12704.650948660717
1992-06-18,1004,dominicks,18126.779157366072
1992-06-25,1004,dominicks,19891.78236607143
1992-07-02,1004,dominicks,10157.09946986607
1992-07-09,1004,dominicks,16796.502790178572
1992-07-16,1004,dominicks,15224.259277343754
1992-07-23,1004,dominicks,18662.14285714286
1992-07-30,1004,dominicks,16172.898158482145
1992-08-06,1004,dominicks,13463.440011160716
1992-08-13,1004,dominicks,16926.162667410717
1992-08-20,1004,dominicks,14385.70549665179
1992-08-27,1004,dominicks,10089.879534040181
1992-09-03,1004,dominicks,17141.962472098217
1992-09-10,1004,dominicks,14990.821149553574
1992-09-17,1004,dominicks,17753.3388671875
1992-09-24,1004,dominicks,11931.911969866074
1992-10-01,1004,dominicks,16070.231026785717
1992-06-04,1004,minute.maid,11203.467982700895
1992-06-11,1004,minute.maid,19491.359095982145
1992-06-18,1004,minute.maid,16945.46902901786
1992-06-25,1004,minute.maid,19855.261439732145
1992-07-02,1004,minute.maid,10813.871163504464
1992-07-09,1004,minute.maid,14030.49539620536
1992-07-16,1004,minute.maid,13258.475027901792
1992-07-23,1004,minute.maid,14544.808942522324
1992-07-30,1004,minute.maid,17552.76339285715
1992-08-06,1004,minute.maid,10936.349469866072
1992-08-13,1004,minute.maid,15826.413155691967
1992-08-20,1004,minute.maid,19956.287946428576
1992-08-27,1004,minute.maid,17280.228515625
1992-09-03,1004,minute.maid,13347.72746930804
1992-09-10,1004,minute.maid,10804.192173549109
1992-09-17,1004,minute.maid,15467.155482700895
1992-09-24,1004,minute.maid,10510.983956473216
1992-10-01,1004,minute.maid,10964.080147879466
1992-06-04,1004,tropicana,15805.679827008931
1992-06-11,1004,tropicana,18555.335518973214
1992-06-18,1004,tropicana,10071.670410156252
1992-06-25,1004,tropicana,16176.470075334824
1992-07-02,1004,tropicana,19748.240234375
1992-07-09,1004,tropicana,19225.59486607143
1992-07-16,1004,tropicana,10168.34521484375
1992-07-23,1004,tropicana,11393.321637834824
1992-07-30,1004,tropicana,15128.185965401788
1992-08-06,1004,tropicana,17133.77371651786
1992-08-13,1004,tropicana,13582.869838169645
1992-08-20,1004,tropicana,16775.932059151786
1992-08-27,1004,tropicana,13444.194754464288
1992-09-03,1004,tropicana,13584.277343750004
1992-09-10,1004,tropicana,14271.759974888395
1992-09-17,1004,tropicana,17837.83510044643
1992-09-24,1004,tropicana,12070.866629464286
1992-10-01,1004,tropicana,17630.142020089286
1992-06-04,1005,dominicks,10091.175223214288
1992-06-11,1005,dominicks,15895.786132812504
1992-06-18,1005,dominicks,12579.456612723217
1992-06-25,1005,dominicks,10606.84605189732
1992-07-02,1005,dominicks,9198.295200892859
1992-07-09,1005,dominicks,11761.718122209824
1992-07-16,1005,dominicks,16062.339913504466
1992-07-23,1005,dominicks,13734.542898995538
1992-07-30,1005,dominicks,10092.02943638393
1992-08-06,1005,dominicks,16587.755440848217
1992-08-13,1005,dominicks,11326.659179687502
1992-08-20,1005,dominicks,10155.357631138395
1992-08-27,1005,dominicks,16113.6513671875
1992-09-03,1005,dominicks,12598.858258928574
1992-09-10,1005,dominicks,12639.133579799109
1992-09-17,1005,dominicks,18469.860072544645
1992-09-24,1005,dominicks,9384.977539062502
1992-10-01,1005,dominicks,11461.49232700893
1992-06-04,1005,minute.maid,10604.94907924107
1992-06-11,1005,minute.maid,14290.27029854911
1992-06-18,1005,minute.maid,17009.8408203125
1992-06-25,1005,minute.maid,11127.355678013395
1992-07-02,1005,minute.maid,15600.069824218752
1992-07-09,1005,minute.maid,11641.761509486607
1992-07-16,1005,minute.maid,16714.53948102679
1992-07-23,1005,minute.maid,15278.874860491074
1992-07-30,1005,minute.maid,17488.47293526786
1992-08-06,1005,minute.maid,19886.4765625
1992-08-13,1005,minute.maid,10535.778180803572
1992-08-20,1005,minute.maid,10255.62269810268
1992-08-27,1005,minute.maid,18067.925641741076
1992-09-03,1005,minute.maid,15760.010184151786
1992-09-10,1005,minute.maid,18000.9091796875
1992-09-17,1005,minute.maid,14533.831891741076
1992-09-24,1005,minute.maid,12838.23772321429
1992-10-01,1005,minute.maid,11750.538085937502
1992-06-04,1005,tropicana,18658.381835937504
1992-06-11,1005,tropicana,14685.044991629466
1992-06-18,1005,tropicana,19459.325474330362
1992-06-25,1005,tropicana,12340.01492745536
1992-07-02,1005,tropicana,12705.89215959822
1992-07-09,1005,tropicana,10016.274693080357
1992-07-16,1005,tropicana,9764.94301060268
1992-07-23,1005,tropicana,9449.74609375
1992-07-30,1005,tropicana,12645.575544084826
1992-08-06,1005,tropicana,19293.41476004465
1992-08-13,1005,tropicana,14401.310546875002
1992-08-20,1005,tropicana,15963.513392857143
1992-08-27,1005,tropicana,10711.71888950893
1992-09-03,1005,tropicana,15464.197823660717
1992-09-10,1005,tropicana,9648.985142299109
1992-09-17,1005,tropicana,19939.74525669643
1992-09-24,1005,tropicana,18092.714146205362
1992-10-01,1005,tropicana,13883.471261160714
1992-06-04,1006,dominicks,16120.716587611609
1992-06-11,1006,dominicks,12576.250627790183
1992-06-18,1006,dominicks,15501.410923549109
1992-06-25,1006,dominicks,19721.34026227679
1992-07-02,1006,dominicks,16371.923200334826
1992-07-09,1006,dominicks,16172.038504464288
1992-07-16,1006,dominicks,17874.85951450893
1992-07-23,1006,dominicks,11620.763044084822
1992-07-30,1006,dominicks,16498.508928571435
1992-08-06,1006,dominicks,19030.388253348217
1992-08-13,1006,dominicks,14984.441964285716
1992-08-20,1006,dominicks,19917.371651785717
1992-08-27,1006,dominicks,9780.199637276784
1992-09-03,1006,dominicks,18439.836356026786
1992-09-10,1006,dominicks,16559.629464285717
1992-09-17,1006,dominicks,9450.501325334822
1992-09-24,1006,dominicks,9225.515973772322
1992-10-01,1006,dominicks,10859.83021763393
1992-06-04,1006,minute.maid,13435.938895089288
1992-06-11,1006,minute.maid,15636.876813616072
1992-06-18,1006,minute.maid,18867.154157366072
1992-06-25,1006,minute.maid,14400.648437500005
1992-07-02,1006,minute.maid,11346.0458984375
1992-07-09,1006,minute.maid,15319.754045758931
1992-07-16,1006,minute.maid,9534.561732700893
1992-07-23,1006,minute.maid,16453.16908482143
1992-07-30,1006,minute.maid,16419.362653459826
1992-08-06,1006,minute.maid,14554.147251674109
1992-08-13,1006,minute.maid,11038.274693080359
1992-08-20,1006,minute.maid,18387.808454241072
1992-08-27,1006,minute.maid,18478.250558035717
1992-09-03,1006,minute.maid,13328.482352120538
1992-09-10,1006,minute.maid,14256.937709263397
1992-09-17,1006,minute.maid,9917.454031808036
1992-09-24,1006,minute.maid,11331.681222098217
1992-10-01,1006,minute.maid,11288.687988281252
1992-06-04,1006,tropicana,12302.176060267862
1992-06-11,1006,tropicana,18690.036969866076
1992-06-18,1006,tropicana,13717.447614397324
1992-06-25,1006,tropicana,11799.140694754466
1992-07-02,1006,tropicana,15097.402134486609
1992-07-09,1006,tropicana,19378.059430803576
1992-07-16,1006,tropicana,16049.356445312504
1992-07-23,1006,tropicana,15589.81194196429
1992-07-30,1006,tropicana,17903.31752232143
1992-08-06,1006,tropicana,18582.683175223214
1992-08-13,1006,tropicana,9191.89599609375
1992-08-20,1006,tropicana,14389.017438616074
1992-08-27,1006,tropicana,11256.037458147324
1992-09-03,1006,tropicana,18482.693359375
1992-09-10,1006,tropicana,17702.051757812504
1992-09-17,1006,tropicana,16509.45842633929
1992-09-24,1006,tropicana,15969.204101562504
1992-10-01,1006,tropicana,13878.76457868304
1992-06-04,1007,dominicks,16209.141810825895
1992-06-11,1007,dominicks,13492.542131696433
1992-06-18,1007,dominicks,12302.42912946429
1992-06-25,1007,dominicks,12109.31668526786
1992-07-02,1007,dominicks,12334.21477399554
1992-07-09,1007,dominicks,16498.717494419645
1992-07-16,1007,dominicks,18671.096400669645
1992-07-23,1007,dominicks,16571.009347098217
1992-07-30,1007,dominicks,13660.758300781255
1992-08-06,1007,dominicks,19085.748744419645
1992-08-13,1007,dominicks,9993.320382254467
1992-08-20,1007,dominicks,15757.372140066967
1992-08-27,1007,dominicks,10012.651157924109
1992-09-03,1007,dominicks,12506.280482700893
1992-09-10,1007,dominicks,17870.221540178572
1992-09-17,1007,dominicks,10292.708077566966
1992-09-24,1007,dominicks,13421.961914062502
1992-10-01,1007,dominicks,12023.4248046875
1992-06-04,1007,minute.maid,11732.246093750002
1992-06-11,1007,minute.maid,11669.51799665179
1992-06-18,1007,minute.maid,15734.111607142859
1992-06-25,1007,minute.maid,10135.066685267859
1992-07-02,1007,minute.maid,12189.57094029018
1992-07-09,1007,minute.maid,16432.794921875
1992-07-16,1007,minute.maid,15132.494489397322
1992-07-23,1007,minute.maid,16235.235281808038
1992-07-30,1007,minute.maid,12034.295131138397
1992-08-06,1007,minute.maid,11093.997209821431
1992-08-13,1007,minute.maid,17717.431222098217
1992-08-20,1007,minute.maid,13048.611607142862
1992-08-27,1007,minute.maid,11930.053920200897
1992-09-03,1007,minute.maid,9493.439662388395
1992-09-10,1007,minute.maid,19312.76702008929
1992-09-17,1007,minute.maid,9367.630371093752
1992-09-24,1007,minute.maid,9615.248883928572
1992-10-01,1007,minute.maid,10072.953543526786
1992-06-04,1007,tropicana,13493.648158482145
1992-06-11,1007,tropicana,9803.091936383931
1992-06-18,1007,tropicana,15652.925851004467
1992-06-25,1007,tropicana,12079.452566964286
1992-07-02,1007,tropicana,18878.48856026786
1992-07-09,1007,tropicana,14762.07986886161
1992-07-16,1007,tropicana,15160.963378906252
1992-07-23,1007,tropicana,9417.718680245536
1992-07-30,1007,tropicana,12215.959263392857
1992-08-06,1007,tropicana,14644.056361607143
1992-08-13,1007,tropicana,9818.03431919643
1992-08-20,1007,tropicana,13553.28459821429
1992-08-27,1007,tropicana,9585.993373325893
1992-09-03,1007,tropicana,14010.73639787947
1992-09-10,1007,tropicana,12933.447544642862
1992-09-17,1007,tropicana,18106.79324776786
1992-09-24,1007,tropicana,17039.04520089286
1992-10-01,1007,tropicana,9966.268484933036
1992-06-04,1008,dominicks,16232.735909598217
1992-06-11,1008,dominicks,19931.365094866072
1992-06-18,1008,dominicks,19537.6259765625
1992-06-25,1008,dominicks,16724.731026785717
1992-07-02,1008,dominicks,12225.686244419643
1992-07-09,1008,dominicks,10274.56166294643
1992-07-16,1008,dominicks,17157.90834263393
1992-07-23,1008,dominicks,11474.91636439732
1992-07-30,1008,dominicks,9696.870675223216
1992-08-06,1008,dominicks,17747.276227678572
1992-08-13,1008,dominicks,9276.524832589288
1992-08-20,1008,dominicks,14132.594377790183
1992-08-27,1008,dominicks,10846.526715959822
1992-09-03,1008,dominicks,19469.279994419645
1992-09-10,1008,dominicks,17548.377650669645
1992-09-17,1008,dominicks,11472.868164062504
1992-09-24,1008,dominicks,12821.272112165183
1992-10-01,1008,dominicks,19831.881556919645
1992-06-04,1008,minute.maid,18708.305524553576
1992-06-11,1008,minute.maid,11734.592843191964
1992-06-18,1008,minute.maid,16260.512137276786
1992-06-25,1008,minute.maid,9375.09291294643
1992-07-02,1008,minute.maid,10658.19873046875
1992-07-09,1008,minute.maid,13682.399623325897
1992-07-16,1008,minute.maid,18476.582031250004
1992-07-23,1008,minute.maid,11686.275041852678
1992-07-30,1008,minute.maid,10641.984584263397
1992-08-06,1008,minute.maid,14231.425013950895
1992-08-13,1008,minute.maid,12123.67166573661
1992-08-20,1008,minute.maid,18441.549107142855
1992-08-27,1008,minute.maid,11792.600237165178
1992-09-03,1008,minute.maid,16138.874302455359
1992-09-10,1008,minute.maid,16661.897600446435
1992-09-17,1008,minute.maid,15956.481794084822
1992-09-24,1008,minute.maid,9737.706752232145
1992-10-01,1008,minute.maid,9407.711146763395
1992-06-04,1008,tropicana,9866.020368303572
1992-06-11,1008,tropicana,16268.290736607145
1992-06-18,1008,tropicana,19160.904436383935
1992-06-25,1008,tropicana,19927.308454241076
1992-07-02,1008,tropicana,9805.489955357143
1992-07-09,1008,tropicana,15140.15750558036
1992-07-16,1008,tropicana,11676.923130580359
1992-07-23,1008,tropicana,10790.11537388393
1992-07-30,1008,tropicana,17884.584681919645
1992-08-06,1008,tropicana,13497.872209821433
1992-08-13,1008,tropicana,9793.997837611609
1992-08-20,1008,tropicana,13892.558175223217
1992-08-27,1008,tropicana,16444.395368303576
1992-09-03,1008,tropicana,17289.41015625
1992-09-10,1008,tropicana,9974.949009486609
1992-09-17,1008,tropicana,12528.100864955364
1992-09-24,1008,tropicana,14816.81689453125
1992-10-01,1008,tropicana,18332.82101004465
1992-06-04,1009,dominicks,17501.047851562504
1992-06-11,1009,dominicks,19814.668805803572
1992-06-18,1009,dominicks,19301.29017857143
1992-06-25,1009,dominicks,15138.409109933036
1992-07-02,1009,dominicks,12246.57666015625
1992-07-09,1009,dominicks,15887.695800781254
1992-07-16,1009,dominicks,15146.651715959822
1992-07-23,1009,dominicks,18449.890625000004
1992-07-30,1009,dominicks,10595.47342354911
1992-08-06,1009,dominicks,13043.081682477681
1992-08-13,1009,dominicks,10454.02260044643
1992-08-20,1009,dominicks,11483.234863281252
1992-08-27,1009,dominicks,10231.875418526788
1992-09-03,1009,dominicks,14308.267159598217
1992-09-10,1009,dominicks,17680.38155691965
1992-09-17,1009,dominicks,18510.88309151786
1992-09-24,1009,dominicks,13158.674386160717
1992-10-01,1009,dominicks,18167.05147879465
1992-06-04,1009,minute.maid,10700.16127232143
1992-06-11,1009,minute.maid,17687.193219866072
1992-06-18,1009,minute.maid,15338.197056361609
1992-06-25,1009,minute.maid,9338.002022879466
1992-07-02,1009,minute.maid,13618.074707031254
1992-07-09,1009,minute.maid,15969.662806919647
1992-07-16,1009,minute.maid,19687.054408482145
1992-07-23,1009,minute.maid,19798.939034598214
1992-07-30,1009,minute.maid,14375.382882254466
1992-08-06,1009,minute.maid,15257.30984933036
1992-08-13,1009,minute.maid,16407.745954241072
1992-08-20,1009,minute.maid,11822.791503906252
1992-08-27,1009,minute.maid,10782.818429129466
1992-09-03,1009,minute.maid,14831.711914062504
1992-09-10,1009,minute.maid,16131.978376116074
1992-09-17,1009,minute.maid,19753.642578125004
1992-09-24,1009,minute.maid,11578.250767299107
1992-10-01,1009,minute.maid,9290.794642857145
1992-06-04,1009,tropicana,19468.48186383929
1992-06-11,1009,tropicana,13498.940359933038
1992-06-18,1009,tropicana,11872.810128348216
1992-06-25,1009,tropicana,10180.992327008931
1992-07-02,1009,tropicana,18091.305385044645
1992-07-09,1009,tropicana,12102.838657924109
1992-07-16,1009,tropicana,16290.034179687502
1992-07-23,1009,tropicana,19687.96303013393
1992-07-30,1009,tropicana,18388.919782366072
1992-08-06,1009,tropicana,16684.024135044645
1992-08-13,1009,tropicana,14235.871233258931
1992-08-20,1009,tropicana,18268.487025669645
1992-08-27,1009,tropicana,18204.085518973214
1992-09-03,1009,tropicana,18263.65764508929
1992-09-10,1009,tropicana,15533.089215959824
1992-09-17,1009,tropicana,19273.533342633935
1992-09-24,1009,tropicana,16696.804129464286
1992-10-01,1009,tropicana,11852.800083705359
1992-06-04,1010,dominicks,11488.56019810268
1992-06-11,1010,dominicks,18653.261021205362
1992-06-18,1010,dominicks,14780.041015625004
1992-06-25,1010,dominicks,13222.724260602681
1992-07-02,1010,dominicks,19217.99916294643
1992-07-09,1010,dominicks,14235.578613281252
1992-07-16,1010,dominicks,19921.405831473214
1992-07-23,1010,dominicks,17927.790039062504
1992-07-30,1010,dominicks,11999.208635602681
1992-08-06,1010,dominicks,10515.311314174109
1992-08-13,1010,dominicks,15841.327008928572
1992-08-20,1010,dominicks,13068.554687500002
1992-08-27,1010,dominicks,16512.091517857145
1992-09-03,1010,dominicks,11729.277622767857
1992-09-10,1010,dominicks,14032.91803850447
1992-09-17,1010,dominicks,11997.047502790181
1992-09-24,1010,dominicks,15492.064383370538
1992-10-01,1010,dominicks,10143.533482142859
1992-06-04,1010,minute.maid,19696.60853794643
1992-06-11,1010,minute.maid,9305.842773437502
1992-06-18,1010,minute.maid,11405.335797991072
1992-06-25,1010,minute.maid,10342.143903459824
1992-07-02,1010,minute.maid,10952.745675223216
1992-07-09,1010,minute.maid,9120.33726283482
1992-07-16,1010,minute.maid,17269.47181919643
1992-07-23,1010,minute.maid,14155.467773437504
1992-07-30,1010,minute.maid,13553.250627790181
1992-08-06,1010,minute.maid,16077.917968750005
1992-08-13,1010,minute.maid,17979.00892857143
1992-08-20,1010,minute.maid,18073.59402901786
1992-08-27,1010,minute.maid,16674.7724609375
1992-09-03,1010,minute.maid,10253.2802734375
1992-09-10,1010,minute.maid,12824.576729910717
1992-09-17,1010,minute.maid,13928.933663504466
1992-09-24,1010,minute.maid,19524.088588169645
1992-10-01,1010,minute.maid,12796.429199218754
1992-06-04,1010,tropicana,15082.402343750002
1992-06-11,1010,tropicana,14630.103236607145
1992-06-18,1010,tropicana,16710.03055245536
1992-06-25,1010,tropicana,15817.453752790181
1992-07-02,1010,tropicana,11236.26136997768
1992-07-09,1010,tropicana,17399.026088169645
1992-07-16,1010,tropicana,17708.505719866076
1992-07-23,1010,tropicana,16659.279436383935
1992-07-30,1010,tropicana,13949.361886160717
1992-08-06,1010,tropicana,10066.251743861607
1992-08-13,1010,tropicana,10168.294712611609
1992-08-20,1010,tropicana,13687.780133928574
1992-08-27,1010,tropicana,10594.452706473216
1992-09-03,1010,tropicana,17969.493722098217
1992-09-10,1010,tropicana,10385.572474888395
1992-09-17,1010,tropicana,16766.665039062504
1992-09-24,1010,tropicana,15724.530831473217
1992-10-01,1010,tropicana,18557.183314732145
1992-06-04,1011,dominicks,17652.867466517862
1992-06-11,1011,dominicks,19596.31863839286
1992-06-18,1011,dominicks,19955.91545758929
1992-06-25,1011,dominicks,13909.537597656252
